ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.12,45.8,242.27,3.3,23.65,139.38,0.08,42.86,0.67,1.0
6.78,200.66,364.54,0.88,21.85,200.81,2.44,23.92,13.4,
6.65,86.86,134.55,1.67,7.9,81.96,0.52,25.84,1.2,1.0
6.11,246.69,403.87,3.43,60.71,261.59,0.6,52.25,0.5,1.0
7.46,327.39,606.55,4.23,85.8,396.54,1.53,55.81,0.19,
6.95,179.21,278.25,2.18,21.08,182.1,1.03,36.06,0.76,1.0
8.17,166.08,380.34,0.65,,228.67,0.58,26.27,0.34,1.0
6.24,215.57,438.03,2.85,8.92,280.91,0.3,56.82,0.11,1.0
6.97,164.14,219.76,1.96,32.07,112.89,0.73,33.07,0.69,1.0
8.85,156.11,344.82,0.94,0.74,251.4,0.87,5.53,0.07,1.0
6.65,208.42,302.52,2.22,26.05,190.56,1.0,50.96,0.1,1.0
7.21,123.25,319.54,0.69,27.94,197.92,0.93,20.95,0.71,1.0
6.43,175.48,145.4,2.2,49.38,126.29,0.96,18.12,0.74,1.0
6.32,144.23,304.9,1.08,,173.34,0.65,,0.78,1.0
8.64,228.58,399.6,0.03,73.2,237.23,0.83,,0.17,1.0
7.54,370.67,590.23,0.34,116.44,361.72,0.34,0.14,1.01,1.0
7.51,266.85,491.85,1.39,107.16,318.35,0.17,29.9,0.64,1.0
3.52,445.55,730.64,2.5,26.64,483.55,0.93,46.31,0.9,
7.69,116.69,146.53,3.25,76.75,110.04,0.05,52.22,0.62,1.0
8.33,332.71,474.46,3.43,72.01,359.84,0.07,50.01,0.43,1.0
8.32,241.58,336.67,0.49,48.26,173.85,0.28,31.03,0.06,1.0
7.93,434.19,737.96,1.78,57.08,491.85,0.22,26.97,0.62,1.0
6.5,75.67,138.34,1.39,77.32,78.78,0.47,19.98,0.59,1.0
7.65,196.69,132.06,1.89,85.34,74.11,0.46,23.33,0.19,1.0
7.93,155.57,180.12,3.41,17.53,104.68,0.12,73.28,0.67,1.0
5.96,10.0,10.0,2.16,79.91,5.0,0.28,39.63,0.4,
6.5,121.91,194.85,2.87,116.66,160.34,,32.67,0.41,1.0
8.11,72.15,148.17,4.21,85.29,113.16,0.43,51.64,0.23,
8.1,191.28,330.08,0.44,111.46,215.02,1.59,,7.89,
6.16,159.54,368.35,1.53,,266.45,0.31,21.91,0.12,1.0
8.04,384.54,675.23,2.57,73.83,408.65,1.03,23.58,0.73,1.0
7.48,384.63,490.08,2.27,60.57,291.94,0.1,22.32,0.16,1.0
8.02,139.73,184.62,3.05,91.08,76.44,0.01,56.41,,1.0
6.89,10.0,120.32,1.62,4.97,64.22,0.69,33.15,8.5,
7.92,299.87,398.38,2.21,29.75,262.18,0.62,48.0,13.46,
8.08,76.05,35.95,1.24,86.02,25.43,0.21,3.95,0.53,1.0
7.12,381.81,666.29,3.06,7.61,436.08,0.34,35.93,1.31,
7.41,357.4,535.89,2.04,59.69,320.11,0.03,24.35,0.46,1.0
6.88,80.73,206.16,3.4,49.32,150.07,1.6,67.46,0.8,1.0
8.72,10.0,10.0,3.41,42.16,11.29,0.36,51.79,1.87,1.0
7.3,417.39,570.77,0.72,72.91,385.66,0.25,29.0,0.98,1.0
6.66,152.67,277.09,3.56,5.38,142.25,1.63,59.75,0.41,1.0
6.83,235.05,547.56,2.93,18.8,362.15,0.04,42.84,0.23,1.0
7.5,10.0,10.0,1.84,44.43,5.0,0.33,33.39,0.33,1.0
8.0,104.15,180.12,2.84,1.95,109.13,0.3,25.32,0.92,1.0
6.33,240.55,301.05,1.49,99.24,206.37,0.31,1.84,0.96,1.0
8.88,186.35,309.4,3.36,18.05,202.93,0.01,53.01,0.93,1.0
7.65,104.91,209.99,2.1,81.45,119.46,2.73,31.63,0.45,1.0
7.77,306.99,424.57,2.89,14.98,276.1,2.0,62.66,0.32,1.0
7.32,57.93,86.48,1.37,78.17,25.58,0.54,6.75,0.19,1.0
7.42,125.41,271.52,2.28,,199.5,0.59,37.95,,1.0
7.28,252.19,324.06,2.89,106.34,206.53,0.74,50.24,0.72,
8.21,251.42,402.89,2.31,95.41,284.25,0.65,38.04,0.16,1.0
7.39,265.54,442.32,2.56,27.9,276.98,1.51,49.41,0.2,1.0
8.01,53.94,75.07,1.24,16.97,38.33,0.67,12.28,0.93,
7.05,10.0,10.0,2.3,68.31,5.0,0.21,42.89,9.82,
7.56,306.94,555.54,1.25,,378.62,0.12,24.3,1.31,1.0
6.76,220.06,366.46,1.98,51.39,224.01,2.5,41.38,,1.0
8.37,80.45,150.3,1.51,17.7,110.59,0.05,17.49,1.4,1.0
6.73,429.76,610.23,1.8,39.83,389.0,2.28,15.07,0.3,1.0
7.14,204.75,323.13,0.25,24.25,170.52,1.17,,17.52,
7.15,364.26,535.86,2.03,18.07,336.9,0.52,19.77,0.56,1.0
7.12,188.57,313.5,1.89,118.19,180.2,0.21,22.74,1.13,1.0
7.98,480.1,712.15,0.48,81.22,463.58,0.37,3.93,0.29,1.0
7.15,410.52,651.07,2.34,,399.39,0.75,26.01,0.59,1.0
8.52,150.8,250.21,2.83,14.97,181.15,1.07,42.47,1.94,1.0
6.75,295.92,494.31,2.32,84.3,319.48,1.18,22.94,0.14,1.0
7.54,209.72,429.08,2.79,88.75,275.35,0.59,41.05,0.86,1.0
6.78,369.58,573.73,1.47,,386.04,0.47,17.14,6.47,
7.74,62.2,107.02,1.79,77.94,88.84,1.46,25.6,0.28,1.0
7.39,237.23,437.21,2.07,60.6,283.78,2.6,35.05,0.17,1.0
7.28,362.33,511.68,2.15,,317.17,2.46,28.01,0.3,1.0
8.35,10.0,10.0,,33.87,5.0,0.8,,,1.0
6.88,16.88,63.35,1.08,44.55,27.46,0.08,9.64,0.18,1.0
7.87,57.39,10.0,3.0,51.94,5.0,0.08,55.27,0.29,1.0
5.31,163.45,246.12,1.22,,162.12,0.52,31.03,0.5,
7.49,263.71,443.51,1.75,19.48,281.38,1.32,21.15,0.51,1.0
6.44,372.83,600.47,1.95,25.08,404.07,0.69,27.67,0.44,1.0
6.87,197.86,314.82,0.66,28.57,192.37,0.99,,0.17,1.0
7.33,299.6,625.72,3.58,29.24,405.58,1.85,51.88,1.47,1.0
8.85,10.0,23.98,1.97,44.69,39.27,0.04,15.01,0.25,1.0
7.48,86.83,10.0,1.14,62.39,13.34,2.57,12.27,0.12,1.0
8.72,140.37,288.89,2.65,120.97,186.58,0.4,50.5,0.4,1.0
7.58,210.17,376.81,1.7,84.84,232.89,0.05,10.53,0.69,1.0
7.09,149.0,293.46,2.06,102.67,178.09,1.8,21.86,0.01,1.0
8.63,10.0,10.0,3.41,30.77,5.0,2.72,42.16,0.16,1.0
7.75,140.15,282.18,1.46,9.84,172.59,1.46,5.19,0.87,1.0
6.89,47.8,39.11,3.14,82.06,40.53,1.63,55.77,0.35,1.0
7.78,270.23,433.93,1.66,49.35,277.62,2.05,27.64,0.26,1.0
7.17,262.67,373.32,2.07,79.21,215.66,0.74,49.11,1.34,1.0
5.81,14.67,112.02,2.3,14.71,108.18,1.14,24.59,0.05,
8.15,101.32,197.23,1.66,75.94,134.6,0.34,7.11,0.48,1.0
8.28,41.61,88.16,0.98,42.99,29.16,0.29,24.16,0.21,1.0
8.87,195.26,287.46,2.45,31.56,178.01,0.94,33.19,0.04,1.0
7.74,254.96,491.03,3.12,35.33,321.39,1.33,42.16,0.12,1.0
7.2,107.5,102.85,2.63,69.62,100.95,0.51,54.18,0.49,1.0
8.07,299.81,400.81,2.6,80.97,238.36,0.51,40.67,0.01,1.0
8.08,66.93,193.95,1.54,35.34,145.59,3.08,32.18,0.45,1.0
8.71,60.31,141.43,2.69,63.77,119.92,0.73,34.1,1.57,1.0
7.36,140.56,278.59,2.36,63.63,168.51,4.29,28.12,18.71,
7.27,187.39,92.95,2.86,79.53,54.87,1.99,39.29,0.21,1.0
6.83,92.07,189.27,2.1,89.48,102.3,1.02,38.18,0.07,1.0
7.83,120.14,60.42,2.6,122.45,35.21,0.01,39.46,0.31,1.0
6.16,352.44,692.95,1.52,31.39,449.68,0.35,27.43,0.25,1.0
8.02,134.75,307.05,2.7,108.4,212.78,0.54,14.4,1.78,1.0
7.87,61.7,160.05,0.74,54.68,125.84,1.06,,2.3,1.0
7.87,163.39,342.8,1.67,6.21,207.86,0.5,3.44,17.61,
7.51,153.13,277.53,1.3,23.98,141.05,1.76,15.75,0.08,1.0
8.63,118.04,255.81,5.51,68.64,165.85,1.09,68.61,1.21,
8.1,212.73,422.83,2.65,78.95,280.71,0.43,56.68,0.79,1.0
6.91,328.82,451.5,0.92,9.35,298.46,1.53,13.53,0.36,1.0
6.93,177.53,193.9,0.63,19.44,119.5,0.36,11.65,0.23,1.0
6.7,158.37,184.84,0.25,28.68,122.64,0.06,,0.3,1.0
7.84,173.19,244.99,0.86,15.47,189.55,0.19,1.69,1.16,1.0
6.6,10.64,10.0,1.15,,14.13,,32.78,0.1,1.0
8.27,10.0,10.0,1.02,,5.0,1.79,33.19,0.82,1.0
8.46,296.37,573.37,1.53,34.73,362.69,0.99,27.15,0.01,1.0
4.67,395.55,628.99,2.83,60.08,405.45,0.85,22.2,1.27,
7.25,91.43,250.19,1.8,76.22,195.36,1.08,22.76,0.35,1.0
7.41,199.49,415.31,2.71,,266.29,1.06,43.83,0.13,1.0
8.11,275.0,362.25,0.93,,235.07,0.83,11.74,,1.0
8.69,644.5,915.78,1.62,28.88,585.61,1.85,3.06,16.08,
6.05,334.01,523.91,1.06,50.13,362.52,0.58,34.43,8.94,
7.15,219.97,274.42,2.44,90.35,217.57,1.63,28.29,0.5,1.0
7.19,53.04,108.89,1.82,78.71,79.79,1.54,13.87,0.17,1.0
6.28,10.0,10.0,3.77,35.29,8.16,0.22,56.29,0.05,1.0
7.01,235.02,340.69,1.33,64.41,222.19,0.6,31.79,0.35,1.0
7.74,117.7,148.73,0.96,16.26,48.99,1.8,19.54,0.42,1.0
7.18,12.91,15.55,2.3,52.97,25.01,1.78,21.29,0.3,1.0
6.16,90.29,170.69,1.82,47.5,113.63,0.02,12.55,0.31,1.0
9.7,98.32,83.69,2.5,106.17,62.97,0.25,15.62,0.45,
7.61,333.17,637.43,1.94,69.74,400.1,0.55,26.16,0.37,1.0
7.49,247.11,476.33,1.86,19.17,301.92,0.05,23.16,0.07,1.0
6.52,128.64,298.41,1.33,19.58,185.74,0.3,25.12,0.11,1.0
7.61,361.84,595.99,1.73,36.68,407.83,0.3,19.1,0.08,1.0
7.27,134.89,315.47,0.47,,197.48,0.24,16.79,15.72,
5.89,42.43,127.74,3.2,40.8,124.69,0.51,54.51,0.38,
6.54,327.49,604.62,3.27,44.25,401.62,1.68,41.76,11.58,
5.24,231.64,407.78,2.94,68.66,239.54,0.28,47.97,0.8,
8.96,10.0,92.55,1.54,74.49,57.59,0.87,36.42,0.2,1.0
7.69,161.52,261.93,1.37,53.96,157.22,0.82,10.97,0.42,1.0
4.39,137.29,124.88,2.5,,37.28,1.7,35.35,0.04,
7.28,20.84,23.44,1.05,1.16,47.23,0.5,13.4,0.68,1.0
7.33,368.21,485.24,3.14,25.8,329.47,0.25,43.47,14.51,
8.27,475.83,681.88,,76.09,453.89,2.22,8.02,0.81,1.0
8.73,51.06,20.29,1.55,74.74,16.49,1.79,32.03,1.08,1.0
8.44,251.29,412.59,0.94,40.02,240.55,0.97,18.1,0.71,1.0
6.55,103.05,169.87,3.25,144.39,100.74,0.1,52.29,0.93,1.0
7.35,159.73,202.57,3.07,112.46,148.51,0.02,40.48,9.69,
7.62,89.33,181.52,2.56,99.6,96.96,0.2,41.77,0.21,1.0
7.19,10.0,127.2,3.92,78.03,32.05,0.22,45.88,1.44,1.0
7.71,210.42,309.7,2.01,68.34,196.77,0.15,54.94,1.23,1.0
8.06,23.73,133.81,2.63,65.42,84.14,0.3,52.97,0.4,1.0
8.2,164.35,354.09,0.4,,232.87,0.41,15.6,0.23,1.0
8.75,173.98,289.95,1.68,7.95,203.04,1.4,29.28,1.0,1.0
7.14,146.57,252.21,2.11,41.11,176.69,1.24,35.74,0.2,1.0
6.31,10.0,118.49,1.08,55.11,82.19,0.11,,0.08,1.0
7.69,119.06,184.65,2.26,45.02,143.93,3.78,21.25,0.51,1.0
8.91,318.95,451.08,0.03,60.89,262.82,1.39,,0.02,
4.73,183.69,400.18,2.5,,270.21,0.18,38.09,0.24,
7.95,126.32,104.49,1.57,70.23,80.45,0.13,20.67,0.82,1.0
7.96,113.91,319.87,1.21,52.49,183.12,0.09,26.3,0.17,1.0
7.55,376.03,450.28,2.74,42.5,262.62,1.32,31.5,1.34,1.0
7.41,10.0,10.0,3.46,87.09,5.0,0.27,62.22,1.56,1.0
6.66,252.48,408.67,2.89,8.18,252.41,0.08,35.17,17.54,
5.57,10.0,167.48,1.19,40.52,123.93,0.55,13.65,2.2,
6.51,245.37,414.12,2.67,61.38,256.89,1.23,48.98,0.38,1.0
7.09,99.83,147.35,1.74,15.88,78.65,0.36,31.21,0.42,
8.28,10.0,10.0,3.13,,5.0,0.66,34.43,0.9,1.0
7.32,10.0,10.0,2.22,3.88,28.87,0.21,43.96,0.34,1.0
6.98,138.44,309.62,0.53,47.41,201.51,0.56,8.77,0.26,1.0
6.69,267.69,351.94,1.76,40.04,225.18,0.44,4.95,0.48,1.0
7.93,73.02,119.14,1.17,49.27,75.24,0.57,9.19,5.61,
8.49,333.67,427.72,1.22,23.63,303.86,0.63,14.25,0.69,1.0
8.25,10.0,10.0,1.68,,5.0,0.1,13.43,0.55,1.0
7.88,150.33,286.78,2.27,55.48,212.72,0.1,47.54,0.68,1.0
6.22,75.46,57.8,2.91,43.34,41.78,0.3,39.87,0.56,1.0
7.12,20.63,169.63,1.47,75.51,107.05,0.12,26.72,15.37,
8.96,125.01,309.48,3.21,20.09,251.18,0.29,50.26,17.43,
8.3,131.62,127.92,0.3,,62.03,0.02,11.52,0.77,1.0
6.17,75.26,223.09,1.16,,137.93,0.43,34.16,0.02,1.0
7.36,209.8,501.26,4.05,33.94,301.17,0.24,67.48,2.45,
7.69,204.2,184.62,0.86,55.12,139.05,2.23,30.29,0.88,1.0
4.55,210.59,467.14,3.25,40.71,337.42,1.95,55.79,0.56,
5.55,53.64,74.06,1.97,27.39,81.54,0.36,30.93,1.7,
7.48,247.03,405.96,1.93,,288.35,0.65,32.15,0.47,1.0
6.77,212.46,588.31,2.94,,378.45,3.12,17.78,0.03,1.0
5.08,10.0,10.0,2.8,64.69,5.0,0.74,37.38,0.41,
7.12,106.79,140.62,3.33,40.9,57.98,1.89,48.57,0.16,1.0
7.29,266.96,415.41,1.75,35.46,310.74,1.75,30.67,0.23,1.0
7.39,200.81,259.39,2.14,,177.98,2.84,31.89,0.31,1.0
6.69,205.16,374.23,1.75,11.35,233.41,0.36,29.59,0.74,1.0
7.22,143.15,179.2,0.89,51.8,143.04,0.04,0.09,0.35,1.0
5.99,155.92,317.32,2.17,61.38,186.8,0.11,16.75,0.32,
7.65,90.8,268.86,1.84,43.43,182.89,0.85,15.7,14.7,
5.11,255.25,533.56,0.13,105.17,343.36,0.76,17.64,0.39,
7.17,137.42,350.88,3.11,26.98,240.85,0.35,33.96,0.14,1.0
8.14,270.99,367.52,2.15,101.47,237.62,0.29,24.34,0.15,1.0
5.09,54.85,217.62,1.3,58.67,112.44,1.24,20.55,0.71,
7.97,135.19,202.48,2.33,54.33,133.12,0.42,19.07,0.21,1.0
8.32,114.8,213.49,1.48,87.3,159.74,0.93,13.41,0.03,1.0
4.75,222.2,378.89,2.2,25.03,245.69,1.25,39.79,0.21,
7.28,197.66,215.8,3.39,36.83,155.77,0.56,46.43,0.51,1.0
5.1,192.85,357.95,2.4,1.06,211.76,0.21,52.82,0.84,
7.31,459.63,715.08,1.51,87.41,464.28,1.97,5.71,1.63,1.0
7.39,286.41,474.22,0.97,63.42,295.76,0.1,11.08,7.88,1.0
5.41,133.28,234.8,1.29,93.91,167.56,1.77,14.91,9.27,
8.94,439.14,540.24,2.81,58.19,351.79,1.81,42.09,12.72,
7.63,58.96,218.38,1.94,94.12,155.75,0.85,16.88,9.94,
6.72,70.46,10.0,2.56,20.11,28.25,0.99,32.59,0.49,1.0
8.57,91.85,98.38,1.72,89.49,77.78,0.44,33.7,0.36,1.0
4.47,10.0,10.0,1.07,34.09,11.96,1.84,13.31,0.57,
6.42,219.28,229.7,2.6,50.1,129.34,0.31,28.29,0.14,1.0
5.56,89.8,303.68,1.19,79.13,197.34,0.82,38.67,0.2,
8.84,355.08,635.29,1.59,143.11,402.28,,24.37,0.17,
7.67,158.81,365.39,0.78,82.8,230.62,2.81,17.77,0.8,1.0
7.93,174.31,256.18,1.06,86.57,159.03,2.96,23.61,0.09,1.0
7.64,223.88,465.88,2.9,28.18,283.22,1.24,42.73,0.47,1.0
7.86,27.65,10.0,3.05,56.28,5.0,0.55,37.82,5.07,
7.46,198.95,347.12,3.09,46.17,212.27,0.2,48.36,0.4,1.0
7.62,248.54,454.17,3.09,106.31,299.08,0.68,39.42,0.03,1.0
7.49,25.43,10.0,1.65,44.16,5.0,1.57,28.41,0.1,1.0
6.91,303.82,528.75,2.67,103.14,344.0,0.93,38.34,0.06,1.0
7.36,166.19,367.7,3.05,,277.01,0.75,56.09,5.61,
7.62,270.23,216.94,1.13,105.95,161.47,1.89,5.5,16.52,
7.49,231.58,426.56,2.19,15.54,310.13,0.38,40.09,0.88,1.0
6.22,341.6,754.14,1.87,84.16,498.01,1.97,34.22,0.13,1.0
6.32,159.72,336.37,0.13,15.43,241.99,0.58,,0.05,1.0
8.27,146.42,349.64,2.33,74.73,212.79,,42.19,0.46,1.0
7.15,166.18,208.13,1.29,11.5,122.4,1.32,23.47,6.26,
7.87,94.1,130.03,3.05,91.46,29.74,2.1,52.44,0.17,1.0
6.53,299.58,466.07,1.24,83.81,326.67,0.66,24.6,0.46,1.0
6.22,58.77,128.78,2.33,25.97,114.52,0.61,35.44,0.75,1.0
6.73,174.62,314.31,2.11,73.12,193.24,1.64,25.72,0.21,1.0
7.22,104.13,204.47,0.28,87.9,127.83,2.16,,0.37,1.0
6.87,233.42,395.8,1.68,13.07,242.19,3.67,23.05,0.08,1.0
8.44,261.81,366.73,2.36,8.64,246.03,0.42,43.79,0.01,1.0
7.54,321.31,507.51,3.02,7.15,352.38,0.9,51.68,1.99,1.0
8.88,143.8,198.0,2.02,1.48,93.84,1.73,40.34,0.18,1.0
7.72,172.59,246.03,2.91,6.96,168.11,0.76,54.65,0.16,1.0
5.47,106.77,104.25,2.54,86.99,62.23,0.62,35.89,1.81,
8.24,141.09,211.14,2.57,72.31,139.51,0.85,58.19,0.65,1.0
6.19,243.22,375.46,2.62,,253.23,0.44,38.19,0.44,1.0
7.58,330.28,451.4,1.73,29.59,289.64,0.21,20.94,18.92,
4.58,36.09,115.57,1.01,3.69,73.05,0.07,18.5,11.64,
9.11,241.57,473.92,3.57,84.46,303.77,0.94,58.38,0.72,
8.55,283.38,571.13,2.77,32.01,390.64,0.48,34.11,0.03,1.0
6.81,238.76,382.69,1.93,,257.12,2.15,27.39,0.27,1.0
7.3,312.53,675.36,2.62,56.81,443.4,0.25,34.79,16.37,
7.6,110.25,145.24,2.4,74.26,68.99,0.37,37.38,0.04,1.0
8.09,25.18,51.07,1.15,11.85,25.62,3.52,25.15,0.27,1.0
7.42,62.73,10.0,1.66,39.4,24.47,0.81,22.27,0.48,1.0
5.3,325.93,599.21,3.33,13.9,390.24,0.43,55.62,0.1,
5.32,248.36,430.87,1.99,99.76,293.26,1.97,16.03,0.18,
7.4,229.44,288.88,2.38,32.75,223.1,1.36,44.53,0.51,1.0
8.39,282.75,355.99,3.26,21.13,252.17,0.85,44.36,0.43,1.0
7.74,10.93,74.9,1.99,47.95,50.55,2.2,25.16,1.02,1.0
4.66,482.58,789.15,1.07,41.7,502.73,0.1,20.03,0.78,
7.92,210.23,325.84,2.11,77.54,160.73,0.5,36.23,1.69,
7.09,211.81,321.88,1.44,98.64,205.85,1.66,20.5,6.88,
8.11,253.96,445.15,0.61,98.94,282.83,0.49,0.24,0.6,1.0
9.42,301.79,396.2,2.8,34.72,265.34,2.61,37.25,18.9,
7.11,112.38,344.78,1.74,62.2,221.03,0.17,27.11,0.92,1.0
8.04,64.09,141.91,,109.54,85.83,0.41,4.9,0.63,1.0
6.8,258.97,394.29,2.25,111.08,220.7,0.55,25.57,0.35,1.0
3.02,428.7,676.4,2.27,14.96,420.86,1.16,27.59,0.16,
7.42,409.09,569.08,3.95,73.69,379.44,0.22,61.89,1.05,1.0
7.25,431.09,618.64,2.0,66.93,436.43,0.01,29.11,0.75,1.0
9.37,104.38,197.76,3.07,87.06,126.59,3.75,47.48,0.91,
7.15,126.24,102.08,2.65,99.74,72.91,2.29,13.55,5.51,
7.87,129.2,274.84,1.41,8.36,197.7,0.36,18.21,5.63,
5.86,233.23,311.14,2.35,22.37,186.03,0.66,43.76,0.28,
7.75,401.83,518.84,1.84,86.3,344.58,0.67,21.37,0.91,1.0
8.31,66.75,10.0,1.31,55.92,5.0,2.03,24.55,5.82,
6.98,368.83,605.91,1.48,,411.14,0.91,10.16,6.55,
5.39,144.45,268.4,1.35,,177.49,1.75,4.59,0.58,
7.37,52.34,214.62,1.99,76.5,145.47,2.43,34.03,0.04,
7.41,74.07,97.58,2.0,83.56,47.77,0.83,29.38,0.26,1.0
7.98,10.0,10.0,1.45,,20.64,0.34,18.39,0.33,1.0
9.01,239.12,464.63,1.79,93.97,343.71,0.69,35.34,0.73,
7.1,129.26,314.66,0.12,42.11,184.37,1.9,,1.11,1.0
6.71,10.0,42.01,0.99,9.1,20.51,0.88,8.55,0.21,1.0
6.47,23.19,40.98,1.71,27.59,31.27,2.26,18.21,0.38,1.0
7.56,153.39,232.84,3.67,1.09,167.08,2.26,45.55,0.52,1.0
7.78,350.26,633.8,2.63,25.36,400.78,0.47,44.17,0.2,1.0
6.96,202.31,248.08,1.02,,104.59,0.59,12.22,2.12,1.0
8.02,10.0,10.0,3.61,47.05,33.68,1.13,65.65,1.04,1.0
7.77,111.12,250.85,2.0,73.48,178.26,0.12,0.45,0.18,1.0
7.43,158.59,245.46,0.87,,124.69,0.63,22.21,12.3,
6.68,104.18,10.0,1.92,50.68,5.0,0.16,32.41,0.13,1.0
7.01,190.24,289.14,2.99,17.81,219.31,1.88,43.87,0.36,1.0
5.46,134.15,253.81,0.87,76.75,193.93,2.86,0.08,0.57,
7.59,187.17,439.24,0.96,,304.28,0.15,,16.82,
7.42,390.9,669.79,3.81,78.48,431.84,1.1,64.61,1.02,1.0
7.55,326.93,525.31,2.3,,343.11,1.01,36.87,9.27,
7.8,128.35,246.22,1.53,41.6,157.43,1.43,25.16,2.28,1.0
7.71,10.0,78.69,1.89,21.64,73.72,1.19,27.38,0.01,1.0
7.31,446.27,814.67,2.29,35.57,512.02,0.24,42.78,0.89,1.0
7.44,259.83,311.84,1.81,,186.58,0.34,21.24,0.79,1.0
6.28,253.37,302.79,3.35,116.41,217.02,0.18,46.88,0.07,1.0
6.93,132.77,295.17,2.1,,190.98,2.54,29.72,0.2,1.0
7.44,237.41,339.62,2.66,1.69,248.32,0.74,37.82,1.08,1.0
6.81,103.75,271.13,2.08,121.79,162.8,3.74,44.62,0.37,1.0
8.09,181.38,185.27,1.96,62.91,119.33,0.6,16.9,0.26,1.0
6.87,126.64,190.63,2.89,,105.46,0.8,23.85,1.18,1.0
7.57,223.55,293.45,2.91,44.85,190.89,1.56,29.17,0.05,1.0
7.49,29.03,191.32,0.37,40.57,94.78,1.6,12.33,16.19,
8.0,128.34,157.43,1.98,,92.58,0.26,28.7,0.53,1.0
8.12,192.39,321.29,4.05,19.67,180.11,0.34,44.76,0.47,
7.96,192.0,249.0,1.55,48.94,175.73,0.1,24.3,0.15,1.0
5.72,406.22,600.8,2.45,100.66,404.85,1.64,33.57,0.41,
8.36,10.0,10.0,3.25,42.45,5.0,1.58,54.3,0.62,1.0
8.62,280.94,518.3,0.89,45.45,363.57,0.08,21.32,16.61,
7.01,368.52,549.22,1.63,17.39,406.94,0.3,49.58,0.58,1.0
7.59,10.0,10.0,0.43,93.84,7.42,0.6,,0.15,1.0
6.69,95.24,231.46,2.1,86.09,137.63,0.78,12.94,0.89,1.0
5.84,89.42,225.71,2.38,81.57,203.2,0.74,41.66,0.3,
6.81,10.0,18.5,2.64,54.47,5.0,4.08,49.52,18.62,
6.97,61.15,144.44,3.57,,94.29,1.44,40.85,0.01,1.0
7.12,101.87,77.88,2.06,93.47,54.22,0.12,18.21,0.24,1.0
6.63,399.16,650.45,0.85,52.29,449.7,0.35,16.15,7.24,
6.81,265.79,487.14,1.12,37.66,323.83,0.42,33.93,7.03,
7.39,372.83,554.31,1.24,67.94,350.33,0.38,9.8,0.14,1.0
6.78,224.98,444.33,2.21,58.97,269.79,1.54,33.99,0.67,1.0
7.83,49.28,74.19,4.35,7.23,41.39,0.45,46.26,1.07,
7.95,108.08,195.1,1.93,37.17,106.67,0.68,26.93,0.12,1.0
9.3,277.68,397.87,3.37,,259.58,0.76,49.47,0.09,
3.26,10.0,55.57,1.89,53.44,24.84,0.32,42.96,6.83,
7.59,223.05,442.6,0.84,103.21,257.81,0.39,5.51,0.22,1.0
6.9,69.25,251.93,1.18,,188.86,1.51,24.62,0.29,1.0
7.63,122.04,225.04,1.27,55.15,136.32,2.02,11.35,0.12,1.0
7.66,325.89,442.19,1.88,76.74,262.06,0.04,29.07,0.28,1.0
6.99,208.04,388.85,2.41,82.65,249.39,0.93,56.86,0.13,1.0
8.03,111.15,227.81,1.34,20.15,149.44,1.0,38.05,0.55,1.0
6.28,362.71,531.87,2.79,5.91,310.78,1.34,61.46,0.35,1.0
5.14,103.7,83.79,3.05,26.52,61.09,1.18,49.68,0.78,
7.84,249.48,423.19,1.74,97.63,254.13,2.1,23.95,0.19,1.0
7.17,285.41,418.62,2.92,,306.32,0.08,46.62,0.35,1.0
7.23,89.01,238.09,0.06,1.36,165.24,0.49,5.53,0.15,1.0
7.29,288.03,365.23,,31.65,229.4,1.52,3.89,10.39,
3.21,137.3,49.78,2.83,10.97,17.45,1.87,35.38,0.37,
8.34,316.94,484.81,1.58,48.33,313.02,0.31,16.16,0.1,1.0
6.59,53.6,263.02,4.2,106.58,183.22,0.88,57.09,0.16,
3.53,89.36,195.46,1.91,1.85,126.54,0.2,39.31,0.04,
7.73,336.52,509.8,1.0,44.15,327.03,1.9,26.79,0.01,1.0
6.64,74.4,159.13,3.69,49.67,104.6,1.31,87.13,0.37,1.0
7.46,74.59,18.31,2.66,36.62,5.0,0.25,44.09,0.21,1.0
6.67,35.41,10.0,3.55,,5.0,0.98,45.35,1.66,1.0
8.51,217.4,421.2,1.41,24.49,232.07,0.71,16.41,0.09,
6.49,27.96,43.91,2.36,24.61,48.02,0.3,33.89,0.79,1.0
6.88,345.88,650.96,1.12,75.34,429.1,2.24,31.93,0.19,1.0
6.42,10.0,10.0,0.25,66.78,5.0,0.16,11.14,0.13,1.0
6.31,355.85,639.29,2.74,,453.51,0.63,27.67,1.75,1.0
8.67,264.06,342.2,1.54,34.51,224.17,0.87,22.58,0.81,1.0
7.83,274.2,280.66,1.0,29.99,161.7,1.73,0.35,0.5,1.0
7.51,43.05,191.02,0.61,128.19,141.3,0.16,15.1,0.6,1.0
6.87,131.74,379.83,2.18,61.69,254.85,0.94,25.67,2.38,1.0
8.13,163.23,292.47,2.06,6.9,198.0,0.01,24.85,0.45,1.0
6.74,236.48,520.66,1.52,18.93,329.91,1.73,3.96,0.05,1.0
8.03,196.02,322.85,1.33,34.86,218.86,0.27,27.46,12.34,
6.7,235.48,330.06,2.77,64.49,209.3,1.28,53.58,0.55,1.0
